"Артикул";"Ozon Product ID";"SKU";"Barcode";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Видимость на Ozon";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"'3001090018/M";"1166000682";"1676222605";"2039410219038";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"37";"'4.90";"Показывается";;"2024-08-30 18:04:30";"Аксессуары";"Перчатки";"'0.84";"'0.2";"55";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001070140/M";"1166000683";"1676222742";"2039410203945";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"4";"'4.90";"Показывается";;"2024-08-30 18:04:30";"Аксессуары";"Перчатки";"'0.84";"'0.2";"53";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001080352/M";"1166000684";"1676223201";"2039410209749";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Готов к продаже";;"14";"'4.90";"Показывается";;"2024-08-30 18:04:30";"Аксессуары";"Перчатки";"'0.84";"'0.2";"0";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001070714/L";"1166000703";"1676222730";"2039410217652";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"22";"'4.90";"Показывается";;"2024-08-30 18:04:31";"Аксессуары";"Перчатки";"'0.84";"'0.2";"37";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001060864/S";"1166000704";"1676222712";"2039410203297";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"4";"'4.90";"Показывается";;"2024-08-30 18:04:31";"Аксессуары";"Перчатки";"'0.84";"'0.2";"9";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001070140/S";"1166000715";"1676222859";"2039410203938";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"5";"'4.90";"Показывается";;"2024-08-30 18:04:31";"Аксессуары";"Перчатки";"'0.84";"'0.2";"31";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001090018/L";"1166000725";"1676222636";"2039410219045";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"36";"'4.90";"Показывается";;"2024-08-30 18:04:31";"Аксессуары";"Перчатки";"'0.84";"'0.2";"45";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001080352/S";"1166000745";"1676222696";"2039410209732";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Готов к продаже";;"4";"'4.90";"Показывается";;"2024-08-30 18:04:33";"Аксессуары";"Перчатки";"'0.84";"'0.2";"0";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001050008/L";"1166000746";"1676222685";"2039410195851";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"13";"'4.90";"Показывается";;"2024-08-30 18:04:33";"Аксессуары";"Перчатки";"'0.84";"'0.2";"20";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3002030004/M";"1166009625";"1676230911";"2039410642690";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"38";"'4.90";"Показывается";;"2024-08-30 18:13:52";"Аксессуары";"Перчатки";"'0.84";"'0.2";"45";"1";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002070517/S";"1166009633";"1676230218";"2039410657007";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-30 18:13:53";"Аксессуары";"Перчатки";"'0.84";"'0.2";"0";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002090018/M";"1166009634";"1676230793";"2039410632844";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"24";"'4.90";"Показывается";;"2024-08-30 18:13:53";"Аксессуары";"Перчатки";"'0.84";"'0.2";"49";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002050161/L";"1166009636";"1676230981";"2039410641013";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"25";"'4.90";"Показывается";;"2024-08-30 18:13:53";"Аксессуары";"Перчатки";"'0.84";"'0.2";"46";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002070714/S";"1166009649";"1676230860";"2039410655478";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"15";"'4.90";"Показывается";;"2024-08-30 18:13:53";"Аксессуары";"Перчатки";"'0.84";"'0.2";"38";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002070140/M";"1166009672";"1676231101";"2039410647350";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"12";"'4.90";"Показывается";;"2024-08-30 18:13:56";"Аксессуары";"Перчатки";"'0.84";"'0.2";"63";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002080131/S";"1166009693";"1676230069";"2039410653085";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"9";"'4.90";"Показывается";;"2024-08-30 18:13:57";"Аксессуары";"Перчатки";"'0.84";"'0.2";"26";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002070140/L";"1166009694";"1676230957";"2039410647367";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"8";"'4.90";"Показывается";;"2024-08-30 18:13:57";"Аксессуары";"Перчатки";"'0.84";"'0.2";"73";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002060166/L";"1166009708";"1676230846";"2039410645820";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"31";"'4.90";"Показывается";;"2024-08-30 18:13:58";"Аксессуары";"Перчатки";"'0.84";"'0.2";"17";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002090018/S";"1166009709";"1676230058";"2039410632837";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"26";"'4.90";"Показывается";;"2024-08-30 18:13:58";"Аксессуары";"Перчатки";"'0.84";"'0.2";"64";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002080352/M";"1166009710";"1676232006";"2039410649880";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"27";"'4.90";"Показывается";;"2024-08-30 18:13:58";"Аксессуары";"Перчатки";"'0.84";"'0.2";"26";"1";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002030004/L";"1166009730";"1676230064";"2039410642706";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"46";"'4.90";"Показывается";;"2024-08-30 18:13:59";"Аксессуары";"Перчатки";"'0.84";"'0.2";"28";"1";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002060166/M";"1166009753";"1676230848";"2039410645813";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"22";"'4.90";"Показывается";;"2024-08-30 18:13:59";"Аксессуары";"Перчатки";"'0.84";"'0.2";"25";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002080352/L";"1166009766";"1676231937";"2039410649897";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"31";"'4.90";"Показывается";;"2024-08-30 18:13:59";"Аксессуары";"Перчатки";"'0.84";"'0.2";"19";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002070140/S";"1166009770";"1676230206";"2039410647343";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"7";"'4.90";"Показывается";;"2024-08-30 18:13:59";"Аксессуары";"Перчатки";"'0.84";"'0.2";"45";"1";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002080352/S";"1166009772";"1676231988";"2039410649873";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"10";"'4.90";"Показывается";;"2024-08-30 18:14:00";"Аксессуары";"Перчатки";"'0.84";"'0.2";"20";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002060166/S";"1166009785";"1676231102";"2039410645806";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"10";"'4.90";"Показывается";;"2024-08-30 18:14:00";"Аксессуары";"Перчатки";"'0.84";"'0.2";"19";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002050161/S";"1166009826";"1676230544";"2039410640993";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"13";"'4.90";"Показывается";;"2024-08-30 18:14:02";"Аксессуары";"Перчатки";"'0.84";"'0.2";"26";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002070517/L";"1166009874";"1676230403";"2039410657021";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-30 18:14:06";"Аксессуары";"Перчатки";"'0.84";"'0.2";"0";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002070714/M";"1166009875";"1676230549";"2039410655485";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"33";"'4.90";"Показывается";;"2024-08-30 18:14:06";"Аксессуары";"Перчатки";"'0.84";"'0.2";"50";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002090018/L";"1166009877";"1676230716";"2039410632851";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"32";"'4.90";"Показывается";;"2024-08-30 18:14:06";"Аксессуары";"Перчатки";"'0.84";"'0.2";"54";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002050161/M";"1166009886";"1676230626";"2039410641006";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"29";"'4.90";"Показывается";;"2024-08-30 18:14:06";"Аксессуары";"Перчатки";"'0.84";"'0.2";"55";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002080131/L";"1166009893";"1676230294";"2039410653108";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"24";"'4.90";"Показывается";;"2024-08-30 18:14:06";"Аксессуары";"Перчатки";"'0.84";"'0.2";"37";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002030004/S";"1166009985";"1676230377";"2039410642683";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"10";"'4.90";"Показывается";;"2024-08-30 18:14:08";"Аксессуары";"Перчатки";"'0.84";"'0.2";"35";"2";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002080131/M";"1166009988";"1676230489";"2039410653092";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"24";"'4.90";"Показывается";;"2024-08-30 18:14:08";"Аксессуары";"Перчатки";"'0.84";"'0.2";"37";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002070714/L";"1166010031";"1676230576";"2039410655492";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"27";"'4.90";"Показывается";;"2024-08-30 18:14:10";"Аксессуары";"Перчатки";"'0.84";"'0.2";"51";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3002070517/M";"1166010032";"1676230427";"2039410657014";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-30 18:14:10";"Аксессуары";"Перчатки";"'0.84";"'0.2";"0";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3003070140/L";"1166037214";"1676258382";"2039409141708";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"27";"'4.90";"Показывается";;"2024-08-30 19:30:10";"Аксессуары";"Перчатки";"'0.84";"'0.2";"17";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3003070014/S";"1166037216";"1676258435";"2039408964582";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-30 19:30:10";"Аксессуары";"Перчатки";"'0.84";"'0.2";"0";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3003080164/L";"1166037217";"1676258328";"2039409007479";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"33";"'4.90";"Показывается";;"2024-08-30 19:30:11";"Аксессуары";"Перчатки";"'0.84";"'0.2";"30";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3003070014/M";"1166037218";"1676258389";"2039408964599";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Готов к продаже";;"3";"'4.90";"Показывается";;"2024-08-30 19:30:11";"Аксессуары";"Перчатки";"'0.84";"'0.2";"0";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3003030004/S";"1166037219";"1676258403";"2039409141968";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"24";"'4.90";"Показывается";;"2024-08-30 19:30:11";"Аксессуары";"Перчатки";"'0.84";"'0.2";"28";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3003070140/S";"1166037220";"1676258343";"2039409141685";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"9";"'4.90";"Показывается";;"2024-08-30 19:30:11";"Аксессуары";"Перчатки";"'0.84";"'0.2";"19";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3003070714/M";"1166037221";"1676258448";"2039409072101";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"30";"'4.90";"Показывается";;"2024-08-30 19:30:11";"Аксессуары";"Перчатки";"'0.84";"'0.2";"33";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3003070014/L";"1166037222";"1676258312";"2039408964605";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-08-30 19:30:11";"Аксессуары";"Перчатки";"'0.84";"'0.2";"0";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
"'3003080164/M";"1166037223";"1676258475";"2039409007462";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"32";"'4.90";"Показывается";;"2024-08-30 19:30:11";"Аксессуары";"Перчатки";"'0.84";"'0.2";"36";"0";"0";"0";"0";"1650.00";"2800.00";;"0%";;
