SRID;Кол-во;Доход_от_продажи;Расход_логистика;Расход_хранение;Прочие_удержания;Компенсация;Баланс;Возврат
11736732;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11736733;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11736734;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11736736;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11736737;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737747;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737748;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737749;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737750;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737751;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737752;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737753;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737754;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737755;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737756;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737757;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737758;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737759;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737760;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737761;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737762;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11737763;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1180694;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11808164;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11808165;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11808166;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11808167;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11808168;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11808169;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11813894616393478.0.0;1;2279.00;175.30;0.00;0.00;0.00;2103.70;НЕТ
11841030;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11841031;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11841032;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11854038117445256.0.0;0;0.00;201.75;0.00;0.00;0.00;-201.75;НЕТ
11878018117230894.11.0;3;2438.00;163.43;0.00;0.00;0.00;2274.57;НЕТ
11884819;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11884820;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11884822;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11884823;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11884824;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11884827;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11884828;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11884830;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11886125;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11886126;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11886127;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11886128;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11886129;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11886130;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11896200;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11896203;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11896205;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11896206;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11910871;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11910872;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11910873;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11910875;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11910876;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11910878;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11910882;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11910883;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11910886;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11911997;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11911998;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11911999;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11912000;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11912001;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11912002;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11912004;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11912005;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11920326117019665.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11920326117019665.1.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11943300616997840.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11960261116377056.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11964367617358207.0.0;3;2162.00;114.44;0.00;0.00;0.00;2047.56;НЕТ
11967228;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967229;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967230;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967231;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967232;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967233;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967234;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967235;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967238;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967240;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967241;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967242;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11967243;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968295;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968296;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968298;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968299;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968300;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968301;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968302;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968303;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968304;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968305;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968306;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
11968308;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12107944117239480.0.0;3;2279.00;153.88;0.00;0.00;0.00;2125.12;НЕТ
12174227116752056.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12185844117227277.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12201640117095349.2.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12260670117332517.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12270173617304457.8.0;3;2162.00;163.43;0.00;0.00;0.00;1998.57;НЕТ
12397895616956459.2.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12397895617222319.0.0;4;0.00;173.21;0.00;0.00;0.00;-173.21;НЕТ
12397895617451295.0.0;1;2064.00;123.21;0.00;0.00;0.00;1940.79;НЕТ
12397895617451336.0.0;0;0.00;147.76;0.00;0.00;0.00;-147.76;НЕТ
12455157617280394.0.0;3;3050.00;87.87;0.00;0.00;0.00;2962.13;НЕТ
1250642cc03c4126909dbf7c3810ab84;2;0.00;166.80;0.00;0.00;0.00;-166.80;НЕТ
12522478617002815.1.0;3;2208.00;50.00;0.00;0.00;0.00;2158.00;НЕТ
1252263;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252264;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252265;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252266;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252267;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252268;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252269;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252270;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252271;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252272;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252273;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1252392;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1256608;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1256623;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12583751617396462.0.0;3;2475.00;156.42;0.00;0.00;0.00;2318.58;НЕТ
12618540617267438.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12635931617390244.0.0;0;0.00;190.08;0.00;0.00;0.00;-190.08;НЕТ
12681920616912311.2.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12681920617367691.0.0;1;3621.00;77.33;0.00;0.00;0.00;3543.67;НЕТ
12681920617367691.0.1;2;0.00;127.33;0.00;0.00;0.00;-127.33;НЕТ
1269343;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1269356;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12713400616594948.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12757868117448324.0.0;1;2886.00;97.55;0.00;0.00;0.00;2788.45;НЕТ
12765334117273216.0.0;4;0.00;213.43;0.00;0.00;0.00;-213.43;НЕТ
1291996;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1291998;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1291999;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1292000;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1292001;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1293606;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1296044;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1296046;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1296047;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1296048;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1296049;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1296050;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1296051;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1297598;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1297599;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1297600;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1297601;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1297602;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1297603;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1297604;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1297605;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1297606;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12977165616884214.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
12988615617120720.0.0;3;2208.00;215.96;0.00;0.00;0.00;1992.04;НЕТ
13035160617400453.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13055003617387323.1.0;5;1978.00;137.52;0.00;0.00;0.00;1840.48;НЕТ
1310021;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1310022;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1310024;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1310025;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1310026;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1310027;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1310028;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1310029;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1310030;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13105421116619761.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13143364617130172.0.0;3;2200.00;97.76;0.00;0.00;0.00;2102.24;НЕТ
13143364617131056.0.0;2;0.00;147.76;0.00;0.00;0.00;-147.76;НЕТ
1315092;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1315093;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1315094;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1315095;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1315096;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1315097;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318544;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318545;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318546;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318547;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318550;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318551;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318552;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318553;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318554;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1318555;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13285646117370947.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13335853616788294.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1334838;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1334839;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1334840;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1334841;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1334842;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1334843;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13423909616617119.0.0;3;3976.00;201.65;0.00;0.00;0.00;3774.35;НЕТ
13430810616274464.3.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13448469616668509.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13449675116935383.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13468374116973882.0.0;2;0.00;297.33;0.00;0.00;0.00;-297.33;НЕТ
1361122;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1361123;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1361125;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1361126;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1361127;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1361128;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1361130;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1361131;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1361132;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1365458;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1365459;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1365460;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1365461;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1365463;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1365464;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1365465;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1365466;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1367731;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1367732;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1367733;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1367734;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1367735;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1367736;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1367737;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1367738;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1367739;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13770223617215769.1.0;2;0.00;167.86;0.00;0.00;0.00;-167.86;НЕТ
13783011616958846.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13792499617161666.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13792499617335102.0.0;3;1575.00;123.50;0.00;0.00;32.27;1483.77;НЕТ
1380441;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1380442;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1380443;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1380444;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1380446;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1380447;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1380448;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1380449;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1380450;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1380451;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13834035116784031.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384886;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384887;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384888;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384889;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384890;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384891;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384892;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384893;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384894;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1384895;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13900880616752939.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13900880616752939.2.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13905071617112267.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13905071617112267.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13905071617197661.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
13905071617197661.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
139519090117219801.0.0;4;0.00;210.45;0.00;0.00;0.00;-210.45;НЕТ
14014399617085478.0.0;6;7650.00;539.16;0.00;0.00;0.00;7110.84;НЕТ
14056910616290385.3.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405733;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405734;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405735;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405736;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405737;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405738;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405739;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405740;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405741;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1405742;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1412382;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1412388;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
14130982617349243.2.0;2;0.00;210.45;0.00;0.00;0.00;-210.45;НЕТ
1415115;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1415116;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1416078;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1416082;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1421362;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1421371;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1421372;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
14219695617238663.0.0;6;7384.00;126.06;0.00;0.00;0.00;7257.94;НЕТ
1428081;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1432400;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1432401;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1432406;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1432407;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1435169;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
14368037117330476.5.0;3;2392.00;163.43;0.00;0.00;0.00;2228.57;НЕТ
1438752;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1441558;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1441559;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1459495;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1459496;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
14736180116893947.0.0;1;1800.00;136.01;0.00;0.00;0.00;1663.99;НЕТ
14849949117223426.0.0;4;0.00;168.19;0.00;0.00;0.00;-168.19;НЕТ
14855398117240916.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
14949748617364599.0.0;2;0.00;187.21;0.00;0.00;0.00;-187.21;НЕТ
14971579116960822.1.0;0;0.00;258.55;0.00;0.00;0.00;-258.55;НЕТ
14971579116960822.2.0;1;2255.00;97.76;0.00;0.00;0.00;2157.24;НЕТ
14998382117174008.0.0;2;0.00;302.13;0.00;0.00;0.00;-302.13;НЕТ
15007576117269666.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502747;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502755;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502756;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502757;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502758;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502791;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502792;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502793;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502794;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1502795;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15087252117277484.0.0;3;2209.00;195.53;0.00;0.00;0.00;2013.47;НЕТ
15187665117321651.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15187665117321651.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15187665117321651.2.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15201480116296922.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15216104117327468.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15216104117327472.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15245044116672148.4.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15245044116672148.5.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15245044116677203.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15273316616768903.1.0;3;2310.00;50.00;0.00;0.00;0.00;2260.00;НЕТ
15299735116874069.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15344312117146294.0.0;3;2420.00;125.29;0.00;0.00;0.00;2294.71;НЕТ
15378849617130593.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15503587117395150.2.0;1;1978.00;223.48;0.00;0.00;0.00;1754.52;НЕТ
15503587117395150.6.0;0;0.00;155.60;0.00;0.00;0.00;-155.60;НЕТ
15503587117395159.0.0;0;0.00;265.96;0.00;0.00;0.00;-265.96;НЕТ
1550393;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1550435;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1550436;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1550437;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1550438;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15531347617455746.1.0;0;0.00;193.18;0.00;0.00;0.00;-193.18;НЕТ
15550804117353924.0.0;2;0.00;190.08;0.00;0.00;0.00;-190.08;НЕТ
15565903117086218.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15565903117197893.1.0;3;2279.00;122.17;0.00;0.00;0.00;2156.83;НЕТ
1556730;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1560940;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1560942;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1560943;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1560944;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1560945;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1560975;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1560976;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15619851116907636.0.0;2;0.00;124.55;0.00;0.00;0.00;-124.55;НЕТ
15619851117098851.0.0;3;2236.00;220.52;0.00;0.00;0.00;2015.48;НЕТ
15619851117239757.0.0;4;0.00;277.63;0.00;0.00;0.00;-277.63;НЕТ
15619851117258349.0.0;2;0.00;187.21;0.00;0.00;0.00;-187.21;НЕТ
15619851117391492.0.0;1;2365.00;117.75;0.00;0.00;0.00;2247.25;НЕТ
15626524617194384.5.0;3;2420.00;120.99;0.00;0.00;0.00;2299.01;НЕТ
15646914617181679.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15692707617223634.0.0;4;0.00;126.06;0.00;0.00;0.00;-126.06;НЕТ
15710826116868631.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1571968;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1571999;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1572000;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
1572001;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
15791326617012903.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
